"","id","nps","satisfaction","intention","explication","NbPassageKS","CaTicket","t"
"11791",2635205,8,8,9,NA,6,17.4,0
"11792",2635218,9,8,8,NA,3,72.71,0
"11793",2635256,10,10,10,NA,3,36.45,0
"11794",2635257,1,1,1,"votre magasin m'interesse,car c'est beaucoup plus pr‚s de mon domicile, plus pratique ainsi que le stationnement, tous les commerces sont reunis.",5,32.5,0
"11795",2635267,5,6,8,"Un peu plus d'amabilité au magasin de METZ TESSY serait bienvenu !",3,23.8,0
"11796",2635358,NA,8,8,NA,4,70.28,0
"11797",2635412,8,8,8,NA,5,126.88,0
"11798",2635445,10,8,10,NA,4,19.96,0
"11799",2635447,10,10,10,NA,2,83.07,0
"11800",2635452,9,9,9,NA,2,42.8,0
"11801",2635464,9,9,9,"le choix de plantes est important. Excellente qualité. Très bon accueil.",6,86.45,0
"11802",2635475,10,10,10,NA,7,50.94,0
"11803",2635484,8,NA,8,"Les employ‚s du magasin sont tous très agréables et de bon conseil.",4,32.55,0
"11804",2635524,9,9,9,NA,5,41.31,0
"11805",2635527,10,10,10,"Très beau magasin, très attractif, qui donne envie d'acheter !!",2,74.9,0
"11806",2635542,10,10,10,"Belles plantes. Le personnel est très aimable et disponible.",4,79.32,0
"11807",2635559,10,10,10,NA,4,29.6,0
"11808",2635610,7,7,7,"ras",3,113.46,0
"11809",2635642,8,10,10,NA,4,204.13,0
"11810",2635650,10,10,9,"très content rien a redire",10,66.7,0
"11811",2635661,8,8,8,NA,5,43.8,0
"11812",2635697,8,10,10,"Vos produits sont chèr",2,99,0
"11813",2635701,9,9,10,NA,6,27.95,0
"11814",2635709,7,7,7,NA,4,184.2,0
"11815",2635715,NA,8,NA,NA,2,74.62,0
"11816",2635720,10,9,10,NA,4,264.58,0
"11817",2635736,9,8,9,NA,3,52.13,0
"11818",2635776,10,10,10,NA,5,8.95,0
"11819",2635903,8,6,8,NA,2,34.75,0
"11820",2635910,9,9,9,NA,5,54.2,0
"11821",2635946,10,9,10,"jen'ai aucune suggestions , j'ai trouvé que le personnel ‚taient agréable et à mon écoute ce qui est plaisant et l'assortiment du magasin est sympa .",3,9.2,0
"11822",2635948,10,10,10,NA,2,75.39,0
"11823",2635972,8,8,8,NA,2,96.18,0
"11824",2636030,10,10,10,"Très bonne compétence de votre vendeur. Il a été de bon conseil.",4,7.5,0
"11825",2636064,8,8,7,NA,1,134.01,0
"11826",2636076,10,10,10,NA,2,38.4,0
"11827",2636084,10,9,10,NA,5,27.45,0
"11828",2636089,10,10,10,"Merci au vendeur de nous avoir conseill‚ la carte de fidélité qui nous a permis d'économisezer 10% sur notre achat (un salon de jardin EMU)",4,1102.48,0
"11829",2636091,10,10,10,"les plantes en serres devraient être mieux arros‚es, beaucoup de plantes ont vraiment triste mine et ne donne pas envie de les acheter",8,76.3,0
"11830",2636134,9,NA,8,NA,5,10.04,0
"11831",2636160,10,10,10,"Trop de mails publicitaires!!!!!!",6,14.75,0
"11832",2636208,10,10,10,NA,4,14.99,0
"11833",2636242,9,7,10,NA,8,24.37,0
"11834",2636249,6,7,8,NA,6,12.75,0
"11835",2636276,8,8,10,NA,8,37.3,0
"11836",2636355,8,7,6,"j'ai été incit‚e à prendre la carte(payante)alors que cela n'était pas n‚cessaire pour moi. et j'ai horreur d'être""pigeon""",1,112.58,0
"11837",2636376,7,7,7,NA,4,115,0
"11838",2636380,5,6,8,"le manque d'outillage de jardin premier prix, la non possibilit‚ d'acheter les plans à l'unit‚ pour le potager par exemple vous êtes obliger de prendre le lot.",1,43.95,0
"11839",2636396,10,10,10,"Vendeur aquariophil tres s‚rieux et agréable",10,90,0
"11840",2636400,8,8,8,"Baisser les prix sur certains articles",6,407.2,0
"11841",2636416,10,10,10,NA,5,51.8,0
"11842",2636433,10,10,10,NA,2,130.2,0
"11843",2636443,10,8,9,NA,4,10.2,0
"11844",2636461,8,8,8,NA,3,589.3,0
"11845",2636489,5,4,5,NA,13,59.39,0
"11846",2636527,5,8,8,NA,1,70.05,0
"11847",2636544,10,7,10,NA,3,86.6,0
"11848",2636557,8,8,8,NA,9,25.88,0
"11849",2636626,8,8,8,NA,3,10.9,0
"11850",2636714,9,7,8,NA,6,25.65,0
"11851",2636728,10,10,10,NA,2,409.29,0
"11852",2636751,10,7,10,NA,2,185.22,0
"11853",2636793,8,5,8,NA,5,69.02,0
"11854",2636807,8,8,8,NA,3,85.05,0
"11855",2636815,10,10,10,NA,2,90.32,0
"11856",2636836,10,9,10,"pas d'aquarium de + de 250 litres , délais de livraison magasin / particulier invraisemblable , entre 1 a 2 semaines !!!!!!",17,44.7,0
"11857",2636845,5,4,9,NA,6,40.8,0
"11858",2636876,6,8,10,NA,2,207.68,0
"11859",2636887,8,8,8,NA,2,157.5,0
"11860",2636902,10,10,10,NA,3,54.7,0
"11861",2636931,8,7,8,NA,4,19.8,0
"11862",2636994,10,10,10,NA,2,56.64,0
"11863",2637013,8,2,9,NA,4,55.44,0
"11864",2637016,NA,8,8,NA,2,93.43,0
"11865",2637045,9,9,9,NA,5,18.43,0
"11866",2637051,9,10,9,"manque de choix au rayon bansa‹",6,79.54,0
"11867",2637065,10,8,10,"jevoulais signaler la grande disponibilité et l'amabilité des vendeurs",7,155.78,0
"11868",2637086,7,7,7,NA,2,27.94,0
"11869",2637119,10,10,10,NA,7,114.05,0
"11870",2637140,10,10,10,NA,4,146.22,0
"11871",2637167,7,6,6,NA,3,14.86,0
"11872",2637195,9,8,10,NA,3,133.92,0
"11873",2637221,10,8,10,"Multipliez les ateliers th‚matiques. Merci",3,451.77,0
"11874",2637246,10,8,10,NA,2,75.25,0
"11875",2637248,6,1,10,NA,6,2.95,0
"11876",2637258,10,10,10,NA,3,118.47,0
"11877",2637272,NA,10,9,NA,2,29.5,0
"11878",2637281,8,6,10,NA,1,149.1,0
"11879",2637294,10,10,10,NA,3,155.62,0
"11880",2637306,8,8,9,NA,3,23.45,0
"11881",2637307,10,8,10,NA,4,62.5,0
"11882",2637313,7,6,7,NA,3,73.61,0
"11883",2637329,8,10,10,NA,2,155.46,0
"11884",2637333,10,9,10,NA,2,22.5,0
"11885",2637406,9,9,9,NA,3,67.66,0
"11886",2637414,10,8,10,NA,18,7.5,0
"11887",2637457,7,8,7,NA,5,-13.41,0
"11888",2637459,8,8,10,NA,2,71.54,0
"11889",2637471,10,9,10,NA,5,90.98,0
"11890",2637473,8,10,8,NA,4,157.5,0
"11891",2637474,7,9,8,NA,1,98.15,0
"11892",2637500,10,10,8,NA,5,78.7,0
"11893",2637528,9,10,9,NA,2,331.32,0
"11894",2637539,9,9,9,NA,1,134.05,0
"11895",2637581,9,9,8,NA,2,200.81,0
"11896",2637606,8,10,10,NA,5,15.9,0
"11897",2637624,9,9,10,NA,7,155.06,0
"11898",2637654,10,10,10,"Super magasin, bonne ambiance mais dommage qu'il y ait si peu de caisses, donc assez longue attente en caisse. Mais personnel très aimable et très compétent !!!",4,65.73,0
"11899",2637681,10,10,10,NA,5,17.73,0
"11900",2637687,8,8,8,NA,1,130.26,0
"11901",2637726,9,9,9,NA,3,117.9,0
"11902",2637755,10,10,10,NA,2,149.94,0
"11903",2637759,8,10,8,NA,1,165.83,0
"11904",2637774,9,9,10,NA,3,69.32,0
"11905",2637777,10,10,10,"Nous avons eu affaire à une dame à lunettes dommage de ne pas avoir demandé son pr‚nom, elle m'a conseill‚e, et jesuis heureuse d'avoir reçue de très bons conseils cette dame est très professionnell et connais très très bien les produits !!! bravo !",1,179.43,0
"11906",2637785,9,9,9,NA,2,132.81,0
"11907",2637786,5,10,10,"Trop d'attente en caisse",4,17.6,0
"11908",2637811,5,5,5,NA,4,61.31,0
"11909",2637815,10,10,10,NA,6,14.3,0
"11910",2637835,9,10,10,NA,4,77.2,0
"11911",2637845,8,8,8,"plus d info concernant le reperage des rayons.",2,7.5,0
"11912",2637847,10,10,10,NA,4,7.32,0
"11913",2637854,7,6,7,NA,3,122.93,0
"11914",2637861,9,9,10,NA,1,72.25,0
"11915",2637886,NA,10,NA,NA,2,48.03,0
"11916",2637900,10,9,10,NA,12,17.28,0
"11917",2637935,10,10,10,NA,2,106.49,0
"11918",2637946,9,9,9,NA,3,106.43,0
"11919",2637957,1,2,2,NA,3,45.6,0
"11920",2637985,9,7,10,NA,5,56.63,0
"11921",2638060,10,10,10,NA,10,52.16,0
"11922",2638068,10,10,10,NA,5,34.69,0
"11923",2638071,10,8,10,"Excellent accueil . Grande disponibilité du personnel très  Pro....",5,30.65,0
"11924",2638074,10,10,10,NA,2,57.5,0
"11925",2638075,10,10,10,NA,3,196.48,0
"11926",2638154,8,9,9,NA,2,0,0
"11927",2638163,10,9,10,NA,5,93.4,0
"11928",2638175,10,10,10,NA,2,53.24,0
"11929",2638239,9,10,10,"Plus d'offres promotionnelles",2,43.39,0
"11930",2638252,10,10,10,NA,5,18.38,0
"11931",2638279,9,9,9,NA,1,96.6,0
"11932",2638295,10,10,8,NA,3,256.88,0
"11933",2638314,9,6,9,NA,2,82.68,0
"11934",2638375,10,10,10,NA,3,348.73,0
"11935",2638446,8,6,9,NA,5,70.3,0
"11936",2638462,10,10,10,"Satisfait du magasin et du personnel.   Merci",8,41.68,0
"11937",2638473,10,10,10,NA,2,90.26,0
"11938",2638487,7,7,7,NA,3,88.48,0
"11939",2638516,10,9,10,NA,5,37.8,0
"11940",2638557,8,8,8,NA,2,107.5,0
"11941",2638576,10,8,10,"jesuis déçue du terreau pour semis",5,23.8,0
"11942",2638581,8,8,8,NA,4,38.61,0
"11943",2638591,10,8,10,NA,3,45.11,0
"11944",2638643,8,6,6,NA,2,1561.1,0
"11945",2638693,8,6,10,"manque de choix pour les bassins (toile epedim au metre",3,89.57,0
"11946",2638710,7,7,7,NA,1,87.44,0
"11947",2638730,1,1,1,NA,5,28,0
"11948",2638745,10,10,10,"On ne trouve pas d'aliments pour NAC de la marque VERSE LAGA dans vos magasins",2,78.8,0
"11949",2638747,10,10,9,NA,4,39.7,0
"11950",2638780,8,7,6,NA,6,52.49,0
"11951",2638786,8,8,8,NA,1,98.3,0
"11952",2638850,8,8,8,NA,5,309.24,0
"11953",2638857,10,10,10,NA,9,48.05,0
"11954",2638873,NA,8,10,NA,5,9.55,0
"11955",2638879,9,5,7,NA,4,19.1,0
"11956",2638880,9,10,8,"j'ai trouver cher vous un outil (croissant: comme une serpette mais avec un grand manche)que jechercher depuis 4 ans au moins: chapeau a vous",1,72.6,0
"11957",2638909,10,9,9,"Non, votre magasin est très bien g‚r‚.",1,31.99,0
"11958",2638961,9,9,10,"Dans la gamme Meilland en rosier il manque le papa meilland qui est un superbe rosier avec  un parfum incroyable",4,154.8,0
"11959",2638976,8,7,5,NA,1,95.02,0
"11960",2638987,10,10,10,NA,3,182.7,0
"11961",2639017,6,10,5,"L'attante en caisse et le manque de cactus :)",3,21.7,0
"11962",2639024,10,10,10,"Très bon accueil avec des gens compétents. Dommage que cous vous trouvez un peu loin de Habsheim mais nous viendrons quand même chez vous. Cordialement j'siane Wolf",3,14.24,0
"11963",2639042,10,10,10,"nous n'avons pas trouvé de laurier tige",1,115.08,0
"11964",2639059,6,7,7,NA,3,96.3,0
"11965",2639091,9,8,9,NA,5,33.06,0
"11966",2639102,9,9,9,NA,3,25.89,0
"11967",2639107,8,10,8,"Prix d' achat plus élevéque dans d' autres magasins  très bon accueil, personnel très serviable",1,228,0
"11968",2639170,10,10,10,NA,3,23.9,0
"11969",2639171,9,9,9,NA,3,262.25,0
"11970",2639207,10,10,10,"merci pour l'amour de la nature et pour la compétence professionnel",2,101.49,0
"11971",2639223,10,10,10,NA,4,21.15,0
"11972",2639284,10,10,10,NA,4,11.3,0
"11973",2639296,9,6,9,NA,5,15.85,0
"11974",2639307,5,7,5,NA,1,75.96,0
"11975",2639385,8,8,8,NA,8,16.95,0
"11976",2639506,10,10,10,NA,4,47.82,0
"11977",2639518,9,8,9,NA,3,72.89,0
"11978",2639534,8,NA,8,NA,1,101.16,0
"11979",2639569,9,10,10,NA,1,113.12,0
"11980",2639577,7,6,8,"j'aimerais savoir si vous avez des sunpatiemps en magasin",2,32.53,0
"11981",2639595,10,10,10,"VENDEUR rayon mobilier de jardin très professionnel",3,2.99,0
"11982",2639619,10,8,10,NA,12,118.92,0
"11983",2639640,NA,10,NA,NA,8,7.5,0
"11984",2639660,8,8,10,NA,5,8.24,0
"11985",2639690,7,7,8,NA,6,117.08,0
"11986",2639739,10,9,10,NA,2,75.82,0
"11987",2639804,NA,5,6,NA,1,0,0
"11988",2639839,10,10,10,NA,5,9.95,0
"11989",2639904,10,10,10,"j'ai toujours été très satisfaite aux niveaux des compositions fleurales pour des divers d‚cès; la dernière remonte au 28 MARS pour 1OOe de très belles fleurs qui tiennent ‚norm‚ment. pas d'attente et l'accueil très chaleureux.",2,97.5,0
"11990",2639979,8,8,10,NA,2,177.57,0
"11991",2640012,7,5,5,"pas encore assez de produits bio",4,161.68,0
"11992",2640055,10,10,10,"accueil et conseils remarquables. félicitations",2,53.42,0
"11993",2640072,9,10,10,NA,3,7.5,0
"11994",2640085,10,10,10,NA,13,36.99,0
"11995",2640107,8,8,8,NA,3,71.37,0
"11996",2640108,10,10,10,NA,5,88.95,0
"11997",2640128,8,8,10,NA,1,84.36,0
"11998",2640173,10,8,10,NA,2,62.79,0
"11999",2640174,9,9,9,NA,6,20.95,0
"12000",2640180,10,10,10,NA,4,18.27,0
"12001",2640189,10,9,10,NA,3,39.9,0
"12002",2640233,7,7,8,"les dernières orchidées que j'ai acheté ‚taient souill‚es par des cochenilles et ont contamin‚es toutes celles que j'avais chez moi... jen'ai pas appr‚ci‚",6,64.07,0
"12003",2640254,10,10,10,"Magasin agréable attention aux prix sur les produits animaliers",7,78.35,0
"12004",2640281,8,8,8,NA,4,47.08,0
"12005",2640328,9,8,9,NA,4,78.91,0
"12006",2640379,8,7,8,NA,1,41.91,0
"12007",2640395,10,10,10,NA,3,23.53,0
"12008",2640436,10,10,10,NA,3,12.4,0
"12009",2640446,6,1,10,"jevoulais du fil pour rotofil à monter moi-même sur ma bobine. Vous n'en aviez pas. Vous n'aviez que des bobines toutes prêtes à 18e les trois. Le vendeur m'a certifi‚ que c'était des bobines à d‚bobiner et mettre sur la mienne !!!!",2,29.9,0
"12010",2640476,9,9,9,NA,6,15.14,0
"12011",2640547,10,8,10,NA,7,42,0
"12012",2640553,5,4,5,"jetrouve le revêtement de sol fait de pav‚s en b‚ton , très désagréable avec des chariots (caries) aux roues très sonores",6,68.54,0
"12013",2640605,10,7,10,NA,5,93.96,0
"12014",2640624,10,10,10,NA,4,22.35,0
"12015",2640625,9,9,8,NA,2,297.63,0
"12016",2640673,10,10,10,NA,3,7.95,0
"12017",2640732,9,7,9,"découverte de ce magasin en allant chez Castorama : manque de publicit‚ pour ce magasin dans les environs.",4,202.8,0
"12018",2640749,8,8,8,NA,3,28.1,0
"12019",2640752,9,8,9,NA,2,83.23,0
"12020",2640758,10,9,10,NA,2,83.07,0
"12021",2640898,5,8,8,NA,3,51.98,0
"12022",2640927,9,9,9,NA,2,16.29,0
"12023",2640938,10,10,10,"Personnelles en caisse pas très sympas magasin 77",8,117.16,0
"12024",2640968,9,9,NA,NA,6,87.28,0
"12025",2641024,10,8,10,NA,7,393.35,0
"12026",2641033,8,9,5,NA,2,68.59,0
"12027",2641035,9,10,10,NA,4,46.8,0
"12028",2641036,7,7,7,"j'ai fais des achats dans le magasin de macon et ensuite dans celui de Villefranche, ce qui m'a beaucoup choqu‚: difference de 12 euros sur une jardinière plus chere à Villefranche jetrouve cela tres exag‚r‚ et fort dommage.",2,53.95,0
"12029",2641062,10,10,10,"Au vu des travaux de consolidation de la structure du bƒtiment, sommes-nous bien en s‚curit‚ à l'intérieur du magasin de Metz-Tessy ?...",6,7.01,0
"12030",2641125,10,10,10,NA,2,104.15,0
"12031",2641154,6,4,6,"Le délai d'attente pour un article command‚ en magasin est trop long. j'ai payé l'article 2.60 euros sachant sur votre site internet 1.99euros mais vos frais de port pour livraison en magasin sont payant le double du prix de mon achat voir plus.",4,2.6,0
"12032",2641161,10,10,10,NA,3,21,0
"12033",2641186,10,9,10,NA,3,104.14,0
"12034",2641195,8,8,8,"satisfaite de Botanic, j'ai même pris la carte club. Votre rayon épicerie bio me plait bien aussi, et avec la carte ce n'est pas beaucoup plus cher qu'ailleurs. à bientôt",2,24.26,0
"12035",2641221,10,9,9,NA,1,53.21,0
"12036",2641224,10,10,10,NA,7,51.4,0
"12037",2641291,8,9,9,"tant passionn‚ d'orchidées, si il était possible d'avoir de temps en temps des espèces plus rares et botaniques en magasin. Merci.",2,7.5,0
"12038",2641295,8,8,8,NA,4,24.95,0
"12039",2641316,NA,10,10,NA,3,33.07,0
"12040",2641403,10,10,10,NA,5,19.95,0
"12041",2641416,9,8,10,NA,12,24.41,0
"12042",2641438,9,10,10,NA,4,50.63,0
"12043",2641466,8,7,9,NA,3,31.94,0
"12044",2641476,10,10,8,"jeremercie Anne-Claire, du rayon mobilier de jardin, pour sa disponibilité et le service fourni",5,12.3,0
"12045",2641499,9,9,9,NA,3,28.2,0
"12046",2641588,10,9,10,NA,5,31.07,0
"12047",2641605,9,9,9,"Dommage que mon bon d'achat tarde à arriver ou que jene puisse pas l'imprimer sur votre site... j'aurais bien voulu l'utiliser à l'occasion de cet achat !!!",8,150,0
"12048",2641619,8,8,8,NA,7,22.05,0
"12049",2641718,10,10,10,NA,3,6.95,0
"12050",2641793,6,8,8,"La qualité des plantes n'était pas au RDV le jour ou jeme suis rendue au magasin Villeurbanne. Toutefois, jesouhaite f‚liciter l'ensemble de personnel pour leurs r‚activit‚s et leurs compétences profesionnelles.",6,13.86,0
"12051",2641798,9,8,10,NA,1,39.81,0
"12052",2641822,9,8,9,NA,4,11.8,0
"12053",2641824,8,8,8,"plus de produit aquariophilie et plus de sorte de poisson. si possible d'avoir les même prix sur tout les Botanic.",4,9.9,0
"12054",2641859,8,8,10,NA,4,66.85,0
"12055",2641874,10,10,10,NA,2,107.64,0
"12056",2641885,10,10,10,NA,6,6.38,0
"12057",2641887,10,9,10,"personnel agréable et disponible",2,167.06,0
"12058",2641919,9,9,10,NA,6,7.5,0
"12059",2641956,7,8,7,NA,5,-27.9,0
"12060",2642000,10,9,10,"Excellente équipe qui est toujours disponible pour m'aider.",7,1149.15,0
"12061",2642056,8,8,8,"prix élevés,heureusement qu'il y a les promotions!",4,55.2,0
"12062",2642094,6,8,8,"cela reste assez cher",6,65.73,0
"12063",2642104,9,8,9,"Le lieu de d‚pôt au niveau des caisses est trop petit",4,95.71,0
"12064",2642203,8,8,9,NA,6,115.76,0
"12065",2642220,10,9,10,NA,3,19.95,0
"12066",2642305,9,9,10,NA,5,27.55,0
"12067",2642334,10,9,9,NA,2,37.68,0
"12068",2642336,9,10,8,NA,5,52.3,0
"12069",2642402,4,3,5,NA,3,37.69,0
"12070",2642410,9,9,10,NA,4,4.3,0
"12071",2642423,8,8,9,"sortie difficile à trouver on tourne beaucoup trop dans le magasin à mon go–t.",3,213.22,0
"12072",2642426,9,8,10,"Gardez l'amabilité que vous avez et qu'en tant que client j'ai ressenti .... c'est essentiel",5,179.97,0
"12073",2642461,7,7,7,"Ayant accompagn‚ une personne ƒg‚e et en fauteuil roulant j'ai trouvé vos allées impraticables par endroits et du coup nous n y sommes point allées....",1,92.85,0
"12074",2642466,10,10,10,NA,4,105.9,0
"12075",2642468,10,8,10,NA,5,10.59,0
"12076",2642475,8,9,8,NA,2,27.74,0
"12077",2642520,6,6,6,NA,2,132.37,0
"12078",2642526,6,8,10,NA,4,47.85,0
"12079",2642548,4,5,5,NA,5,117.25,0
"12080",2642552,8,8,8,NA,2,67.35,0
"12081",2642600,7,6,6,NA,2,55.64,0
"12082",2642606,9,9,10,NA,3,113.96,0
"12083",2642658,8,7,8,NA,4,42,0
"12084",2642661,8,4,10,"personnel pas très compétant ou...",4,9.95,0
"12085",2642681,8,8,8,NA,3,171.66,0
"12086",2642707,10,10,10,"Un tout petit peu cher tout de même...",2,69.78,0
"12087",2642732,10,8,10,"Nous pr‚venir  par mail  lorsque vous allez faire des prix club",7,19.45,0
"12088",2642739,10,10,10,NA,4,26.5,0
"12089",2642825,10,10,10,NA,7,7.95,0
"12090",2642826,10,10,10,"tout est parfait",6,132.95,0
"12091",2642908,8,8,8,NA,4,29.95,0
"12092",2642914,8,8,8,NA,2,124.45,0
"12093",2642937,NA,10,10,NA,4,25.75,0
"12094",2642942,10,9,10,NA,5,57.31,0
"12095",2642962,9,8,8,NA,7,24.5,0
"12096",2643034,8,8,10,NA,2,83.83,0
"12097",2643057,10,10,10,NA,3,29.9,0
"12098",2643058,5,5,4,NA,2,185.17,0
"12099",2643071,10,10,10,NA,5,722.38,0
"12100",2643081,10,9,10,NA,3,100.7,0
"12101",2643082,9,8,9,NA,1,56.91,0
"12102",2643099,10,10,8,NA,7,8.99,0
"12103",2643123,9,10,9,NA,2,53.76,0
"12104",2643155,8,5,6,NA,2,15.29,0
"12105",2643186,9,9,9,NA,5,42.95,0
"12106",2643222,9,9,9,NA,2,87.86,0
"12107",2643258,8,8,10,NA,2,114.49,0
"12108",2643284,8,8,9,"Manque de claret‚ côt‚ déco",1,180.51,0
"12109",2643302,8,7,9,NA,4,42.64,0
"12110",2643319,9,10,9,NA,8,11.84,0
"12111",2643331,9,9,9,NA,6,127.2,0
"12112",2643418,10,10,10,NA,4,15.19,0
"12113",2643435,NA,8,NA,NA,4,40.22,0
"12114",2643436,8,8,8,NA,2,18.45,0
"12115",2643509,5,1,5,NA,8,-11.97,0
"12116",2643536,7,8,7,NA,2,12.84,0
"12117",2643557,6,2,6,"Pensez à mieux g‚rer les stocks pour ‚viter les problèmes d'approvisionnement...",2,9.9,0
"12118",2643680,10,10,10,"c'est bien continuez ......",9,0,0
"12119",2643683,9,8,9,NA,5,100.74,0
"12120",2643700,10,10,10,"jetrouve les produits un peu plus chers que dans les autres jardineries mais il faut dire que le choix et la qualité sont au rendez-vous. Merci",3,44.35,0
"12121",2643724,NA,5,5,NA,2,137.33,0
"12122",2643745,6,2,8,NA,3,96.3,0
"12123",2643753,6,10,10,NA,6,29.99,0
"12124",2643766,10,10,10,NA,3,536.4,0
"12125",2643775,7,7,9,NA,3,194.66,0
"12126",2643787,10,10,10,NA,4,19.9,0
"12127",2643882,6,5,6,NA,1,62.61,0
"12128",2643884,6,4,5,NA,2,23.64,0
"12129",2643890,10,8,10,"Rien à redire, l'agencement est bien pens‚, l'accueil des Conseillers est très bon, et on y respecte la nature avant tout.",2,61.54,0
"12130",2643965,9,6,9,NA,2,291.94,0
"12131",2643982,10,9,10,NA,6,165.5,0
"12132",2644015,7,7,8,NA,6,19,0
"12133",2644065,10,9,10,"dommage que les retours ne soient pas rembours‚s !!",3,-92.9,0
"12134",2644100,8,4,8,"plantes belles mais souvent chères peu de prix pour les possesseurs de la carte",2,54.7,0
"12135",2644123,6,10,10,NA,5,6.1,0
"12136",2644132,10,10,10,NA,5,-14.39,0
"12137",2644209,9,9,9,"Trop d attente aux caisses!!!!!",4,43.55,0
"12138",2644231,10,8,10,NA,2,72.82,0
"12139",2644236,7,8,7,NA,1,491.52,0
"12140",2644289,8,8,8,NA,4,34.35,0
"12141",2644312,8,8,10,NA,3,10.8,0
"12142",2644337,9,9,9,"Le magasin de Venelles est très bien . Personnes sont très sympathiques. Le magasin des Milles Aix est mois bien moins de choix surtout en poissons et personnel pas très sympathique suivant sur qui on tombe!",6,22.4,0
"12143",2644376,10,10,10,NA,2,17.19,0
"12144",2644389,8,8,7,NA,3,4.99,0
"12145",2644393,8,8,6,NA,4,117.5,0
"12146",2644413,NA,8,NA,"Vous avez une variété de plantes et d'arbustes extraordinaire, très bien présent‚e. Ce serait bien qu'il y ait un peu plus d'employ‚s pour conseiller aux heures d'affluence",1,100.63,0
"12147",2644424,10,10,10,NA,1,50.74,0
"12148",2644446,10,10,10,NA,2,46.8,0
"12149",2644473,6,6,7,NA,3,27.39,0
"12150",2644495,7,8,7,"Il y a pas mal de choses qui manquent...livraison presqu' impossible, trop compliqu‚e.. à part cela très bon accueil.Merci",3,199.77,0
"12151",2644512,8,8,9,"aurions-nous la possibilit‚ d'avoir des conseils d'un paysagiste ?",2,130.79,0
"12152",2644520,8,7,10,"Le rayon engrais pu!!!",4,62.01,0
"12153",2644565,NA,10,10,NA,7,205.07,0
"12154",2644659,10,9,10,NA,3,107.95,0
"12155",2644666,10,10,8,NA,1,1207.5,0
"12156",2644671,7,8,7,"de bien indiquer les prix et que le vendeur confirme aussi le prix avec la carte club",6,23.45,0
"12157",2644721,7,8,9,NA,6,23.9,0
"12158",2644747,10,10,10,NA,9,607.5,0
"12159",2644753,10,7,10,"jesouhaiterai une ouverture du magasin entre midi et quatorze heures Merci",1,59.4,0
"12160",2644808,10,10,10,NA,3,49.73,0
"12161",2644818,7,7,8,"jetrouve peu d'avantages pour les titulaires de la carte botanic, peu de promotions !",4,62.35,0
"12162",2644963,10,10,10,NA,2,286.8,0
"12163",2644984,9,9,9,NA,4,66.9,0
"12164",2645002,8,8,8,NA,5,68.15,0
"12165",2645015,7,10,8,NA,3,101.36,0
"12166",2645017,10,9,9,NA,2,27.29,0
"12167",2645018,8,8,8,NA,4,41.95,0
"12168",2645094,8,8,10,NA,7,51.9,0
"12169",2645108,8,5,8,"Tres beau magasin personels rien a dire mais manque de produit pour oiseaux jesuis obliger d aller chez trufaux a plan de campagne",3,51.1,0
"12170",2645114,8,8,8,"Très bons renseignements donnés par la personne du rayon",2,19.96,0
"12171",2645135,9,8,10,"Pourriez-vous envisager de mettre à disposition des clients de plus grands chariots (qui seraient, notamment, très pratiques lors de l'achat d'obj'ts volumineux comme des sacs de paillage ou de terreau).",2,120.49,0
"12172",2645168,8,8,10,"Incompétence de certains employ‚s (un d'eux casse la fontaine à eau que jevoulais acheter, une autre crie fortement sur un stagiaire mais n'est pas capable de répondre à ma question...)",4,251.7,0
"12173",2645175,1,5,4,"Très très mauvais  accueil des vendeurs du Rdc occupe à d‚baller leur palette limite impoli et surtout pas envie de vous répondre j'avais vraiment l air de les d‚ranger !!! Pots descendu 1 il a voulu le ranger aussitôt sans m en proposer 1 plus petit",2,91.65,0
"12174",2645195,6,8,6,"j'AI EPROUVE DES DIFFICULTES DE CHEMINEMENT j'SQU'AUX CAISSES AVEC UN CADDY CHARGE D'UN ARBRE...",1,97.9,0
"12175",2645236,10,10,10,NA,5,20.73,0
"12176",2645303,10,8,10,NA,4,27.64,0
"12177",2645346,9,9,9,NA,1,67.34,0
"12178",2645363,9,8,8,NA,5,49.75,0
"12179",2645491,10,10,10,"Aucune remarque,jesuis très satisfaite des produits et du personnel qui est a notre écoute, qui est disponible et accueillant.",2,59.36,0
"12180",2645534,8,7,8,"16h47,jereviens de faire plusieurs achats (botanic Seissin). La dernière fois j'ai été très déçue par les pdt d‚likatess (25) à planter.... très peu de germes dont beaucoup de secs  A voir dans 3 mois. AM.HUFFENUS",3,7.75,0
"12181",2645544,10,9,10,NA,5,29.33,0
"12182",2645557,10,10,10,NA,2,31.95,0
"12183",2645558,10,9,10,"il manque des recharges pour le desherbant bio",4,60.8,0
"12184",2645636,10,9,10,"tout est bien.bons conseils, personnel sympatique et compétent.bons produits.",1,75,0
"12185",2645675,7,6,6,"il y a des articles en 1 ou 2 exemplaires seulement. C'est dommage, lorsqu'il en faut plus.",4,369.12,0
"12186",2645678,10,10,10,"Ou....accueil tj's très satisfaisant, du spécialiste des plantes en passant par celui des animaux et enfin le personnel de caisse. En particulier celui d'Ecully en limite avec Tassin BRAVO",9,126.72,0
"12187",2645710,9,9,9,NA,4,9.95,0
"12188",2645797,10,10,10,NA,4,71.1,0
"12189",2645912,8,8,10,NA,5,36.75,0
